Title, SN Number, Location, Date, Image # 
"The daily Madisonian. [volume]",sn84020074,"Washington City [i.e. Washington, D.C.]","February 08, 1842",3
"Anti-slavery bugle. [volume]",sn83035487,"New-Lisbon, Ohio","July 02, 1853",2
"Farmers' gazette, and Cheraw advertiser. [volume]",sn85042795,"Cheraw, S.C.","May 01, 1840, Page 98",2
"Lewistown gazette. [volume]",sn83032276,"Lewistown, Pa.","December 13, 1860",3
"Sunbury American and Shamokin journal. [volume]",sn85054702,"Sunbury, Northumberland Co., Pa.","May 28, 1842",2
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","January 07, 1846",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","January 08, 1846",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","January 03, 1846",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","January 09, 1846",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","January 10, 1846",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","January 06, 1846",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","December 30, 1845",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","December 31, 1845",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","December 24, 1845",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","December 25, 1845",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","December 23, 1845",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","December 27, 1845",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","January 01, 1846",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","January 02, 1846",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","December 19, 1845",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","December 20, 1845",3
"Richmond Indiana palladium. [volume]",sn86058213,"Richmond, Ind.","October 28, 1837",4
"The Hillsdale standard. [volume]",sn85033637,"Hillsdale, Mich.","March 01, 1859",1
"The weekly Ottumwa courier. [volume]",sn84027352,"Ottumwa, Iowa","April 07, 1859",2
"The New York herald. [volume]",sn83030313,"New York [N.Y.]","June 28, 1857, Page 8",10
"Cincinnati daily press. [volume]",sn84028745,"Cincinnati [Ohio]","July 19, 1860",2
"Edgefield advertiser. [volume]",sn84026897,"Edgefield, S.C.","December 19, 1855",2
"The Rutland herald. [volume]",sn84022363,"Rutland, Vt.","December 19, 1850",2
"Fremont journal. [volume]",sn85026050,"Fremont, Sandusky County [Ohio]","April 02, 1853",2
"Wilmington journal. [volume]",sn84026536,"Wilmington, N.C.","November 22, 1860",4
"Wisconsin tribune.",sn86086768,"Mineral Point, Wis.","February 26, 1852",2
"Mineral Point tribune. [volume]",sn85033189,"Mineral Point, Wis.","May 18, 1858",2
"Mineral Point tribune. [volume]",sn85033189,"Mineral Point, Wis.","April 15, 1857, Mineral Point Tribune-Extra.",2
"Western Reserve chronicle. [volume]",sn84028385,"Warren, Ohio","April 20, 1859",1
"The Belmont chronicle, and farmers, mechanics and manufacturers advocate. [volume]",sn84028479,"St. Clairsville, Ohio","July 08, 1853",1
"The Belmont chronicle, and farmers, mechanics and manufacturers advocate. [volume]",sn84028479,"St. Clairsville, Ohio","July 08, 1853",3
"Evening star. [volume]",sn83045462,"Washington, D.C.","November 19, 1858",2
"Bellows Falls times. [volume]",sn84022549,"Bellows Falls, Vt.","March 16, 1860",2
"Daily national Democrat. [volume]",sn84038814,"Marysville, Calif.","January 07, 1859",3
"St. Charles City Republican intelligencer. [volume]",sn82014141,"St. Charles City [Charles City], Iowa","February 02, 1860",1
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","July 24, 1850",2
"Eastern times. [volume]",sn82014356,"Bath, Me.","January 10, 1856",2
"Litchfield enquirer. [volume]",sn84020071,"Litchfield, Conn.","July 01, 1858",2
"Lynchburg daily Virginian. [volume]",sn85034360,"Lynchburg [Va.]","March 05, 1853",2
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","October 10, 1845",1
"Lexington advertiser. [volume]",sn85034445,"Lexington, Miss.","March 30, 1860",3
"Lexington advertiser. [volume]",sn85034445,"Lexington, Miss.","May 04, 1860",1
"Lexington advertiser. [volume]",sn85034445,"Lexington, Miss.","May 18, 1860",1
"Lexington advertiser. [volume]",sn85034445,"Lexington, Miss.","June 29, 1860",1
"Port Tobacco times, and Charles County advertiser.",sn89060060,"Port Tobacco, Md.","July 16, 1857",2
"The New York herald. [volume]",sn83030313,"New York [N.Y.]","July 23, 1859, Page 3",3
"The Somerset herald and farmers' and mechanics' register. [volume]",sn83025917,"Somerset, Pa.","February 10, 1846",1
"Salt River journal. [volume]",sn83016924,"Bowling Green, Mo.","January 16, 1841",2
"The Jeffersonian. [volume]",sn84026399,"Stroudsburg, Pa.","May 25, 1854",2
"The Abbeville banner. [volume]",sn85026945,"Abbeville, S.C.","January 06, 1849",3
"The Hillsborough recorder. [volume]",sn84026472,"Hillsborough, N.C.","April 11, 1839",3
"The Hillsborough recorder. [volume]",sn84026472,"Hillsborough, N.C.","April 18, 1839",3
"The Hillsborough recorder. [volume]",sn84026472,"Hillsborough, N.C.","May 02, 1839",3
"Bradford reporter. [volume]",sn84024558,"Towanda, Pa.","August 25, 1855",2
"Bradford reporter. [volume]",sn84024558,"Towanda, Pa.","January 12, 1856",1
"The southerner. [volume]",sn90052434,"Tarboro', Edgecombe Co., (N.C.)","August 14, 1852",1
"The southerner. [volume]",sn90052434,"Tarboro', Edgecombe Co., (N.C.)","December 17, 1853",3
"The southerner. [volume]",sn90052434,"Tarboro', Edgecombe Co., (N.C.)","January 07, 1854",1
"The southerner. [volume]",sn90052434,"Tarboro', Edgecombe Co., (N.C.)","January 14, 1854",1
"The southerner. [volume]",sn90052434,"Tarboro', Edgecombe Co., (N.C.)","January 21, 1854",1
"The southerner. [volume]",sn90052434,"Tarboro', Edgecombe Co., (N.C.)","February 04, 1854",1
"Edgefield advertiser. [volume]",sn84026897,"Edgefield, S.C.","January 03, 1844",2
"Southern sentinel. [volume]",sn88064476,"Plaquemine, Parish of Iberville [La.]","February 24, 1855",3
"Southern sentinel. [volume]",sn88064476,"Plaquemine, Parish of Iberville [La.]","March 10, 1855",3
"Southern sentinel. [volume]",sn88064476,"Plaquemine, Parish of Iberville [La.]","January 20, 1855",3
"Southern sentinel. [volume]",sn88064476,"Plaquemine, Parish of Iberville [La.]","March 03, 1855",3
"Southern sentinel. [volume]",sn88064476,"Plaquemine, Parish of Iberville [La.]","April 07, 1855",1
"The Davenport gazette. [volume]",sn82014073,"Davenport, Scott Co., Iowa","February 22, 1849",1
"The hydraulic press.",sn93051083,"North San Juan, Nev. Co., Cal.","February 25, 1860",1
"Martinsburg gazette. [volume]",sn84038468,"Martinsburg, Va. [W. Va.]","December 21, 1836",2
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","January 05, 1860",2
"Daily Richmond Whig. [volume]",sn85026768,"Richmond, Va.","January 01, 1841",2
"East Saginaw courier.",sn97063063,"East Saginaw, Mich.","October 13, 1859",3
"Green-Mountain freeman. [volume]",sn84023209,"Montpelier, Vt.","December 13, 1860, Page 2",2
"Gallipolis journal. [volume]",sn85038121,"Gallipolis, Ohio","April 21, 1853",2
"M'arthur Democrat.",sn87075163,"McArthur, Vinton County, Ohio","January 17, 1856",2
"Nebraska advertiser. [volume]",sn84020109,"Brownville, Nemaha County, N.T. [Neb.]","January 06, 1859",1
"Portage sentinel. [volume]",sn83035101,"Ravenna, Ohio","January 25, 1854",2
"Vermont watchman and State journal. [volume]",sn84023200,"Montpelier, Vt.","October 21, 1852",2
"The Jeffersonian. [volume]",sn84026399,"Stroudsburg, Pa.","February 18, 1858",2
"The Jeffersonian. [volume]",sn84026399,"Stroudsburg, Pa.","March 01, 1855",1
"Vermont telegraph. [volume]",sn83025661,"Brandon [Vt.]","February 22, 1837, Page 88",4
"The western Democrat. [volume]",sn84020712,"Charlotte, N.C.","March 23, 1855",2
"Plymouth advertiser. [volume]",sn86079046,"Plymouth, Ohio","May 06, 1854",2
"Lower Sandusky freeman.",sn90068957,"Lower Sandusky [i.e. Fremont, Ohio]","May 26, 1849",2
"The Manitowoc pilot. [volume]",sn85033139,"Manitowoc, Wis.","August 17, 1860",3
"The Manitowoc pilot. [volume]",sn85033139,"Manitowoc, Wis.","August 24, 1860",2
"The Lancaster ledger. [volume]",sn84026900,"Lancaster, S.C.","November 09, 1859",2
"Green-Mountain freeman. [volume]",sn84023209,"Montpelier, Vt.","July 24, 1845",1
"The voice of freedom. [volume]",sn84022687,"Montpelier, Vt.","February 24, 1848",1
"Anti-slavery bugle. [volume]",sn83035487,"New-Lisbon, Ohio","March 20, 1852",2
"The Middlebury register. [volume]",sn83025667,"Middlebury, Vt.","August 24, 1859",2
"Bradford reporter. [volume]",sn84024558,"Towanda, Pa.","December 20, 1860",1
"The Potter journal. [volume]",sn86081096,"Coudersport, Pa.","February 10, 1859",2
"Clearfield Republican. [volume]",sn83032199,"Clearfield, Pa.","November 02, 1854",1
"Glasgow weekly times.",sn86063325,"Glasgow, Mo.","November 03, 1859",1
"Boon's Lick times. [volume]",sn83016957,"Fayette, Mo.","May 15, 1841",3
"The North-Carolinian. [volume]",sn84020750,"Fayetteville [N.C.]","January 21, 1854",3
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","August 04, 1858",1
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","July 13, 1859",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","July 04, 1857",3
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","July 15, 1857",1
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","October 31, 1855",1
"Ypsilanti sentinel. [volume]",sn85026593,"Ypsilanti, Washtenaw Co., Mich.","June 10, 1846",4
"Ypsilanti sentinel. [volume]",sn85026593,"Ypsilanti, Washtenaw Co., Mich.","June 17, 1846",4
"Ypsilanti sentinel. [volume]",sn85026593,"Ypsilanti, Washtenaw Co., Mich.","July 29, 1846",4
"Ypsilanti sentinel. [volume]",sn85026593,"Ypsilanti, Washtenaw Co., Mich.","August 05, 1846",4
"Ypsilanti sentinel. [volume]",sn85026593,"Ypsilanti, Washtenaw Co., Mich.","August 12, 1846",4
"Ypsilanti sentinel. [volume]",sn85026593,"Ypsilanti, Washtenaw Co., Mich.","September 02, 1846",4
"Ypsilanti sentinel. [volume]",sn85026593,"Ypsilanti, Washtenaw Co., Mich.","September 16, 1846",4
"Ypsilanti sentinel. [volume]",sn85026593,"Ypsilanti, Washtenaw Co., Mich.","September 23, 1846",4
"Ypsilanti sentinel. [volume]",sn85026593,"Ypsilanti, Washtenaw Co., Mich.","July 08, 1846",4
"Ypsilanti sentinel. [volume]",sn85026593,"Ypsilanti, Washtenaw Co., Mich.","August 26, 1846",4
"Ypsilanti sentinel. [volume]",sn85026593,"Ypsilanti, Washtenaw Co., Mich.","September 09, 1846",4
"Ypsilanti sentinel. [volume]",sn85026593,"Ypsilanti, Washtenaw Co., Mich.","September 30, 1846",4
"Ypsilanti sentinel. [volume]",sn85026593,"Ypsilanti, Washtenaw Co., Mich.","May 06, 1846",4
"Ypsilanti sentinel. [volume]",sn85026593,"Ypsilanti, Washtenaw Co., Mich.","May 13, 1846",4
"Ypsilanti sentinel. [volume]",sn85026593,"Ypsilanti, Washtenaw Co., Mich.","May 27, 1846",4
"Ypsilanti sentinel. [volume]",sn85026593,"Ypsilanti, Washtenaw Co., Mich.","July 22, 1846",4
"The Cass County Republican. [volume]",sn85033611,"Dowagiac, Mich.","November 22, 1860",1
"Carroll free press. [volume]",sn83035366,"Carrollton [Ohio]","January 17, 1856",2
"Orleans independent standard. [volume]",sn84022548,"Irasburgh, Vt.","December 21, 1860",1
"Cooper's Clarksburg register. [volume]",sn85059716,"Clarksburg, Va. [W. Va.]","January 01, 1858",2
"Lewisburg chronicle. [volume]",sn85055197,"Lewisburg, Pa.","January 22, 1851",2
"The Buchanan County guardian.",sn87058348,"Independence, Buchanan County, Iowa","May 19, 1859",3
"West-Jersey pioneer. [volume]",sn83032103,"Bridgeton, N.J.","January 08, 1859",1
"Des Arc citizen.",sn89051343,"Des Arc, Ark.","March 04, 1859",3
"Des Arc citizen.",sn89051343,"Des Arc, Ark.","March 11, 1859",3
"Des Arc citizen.",sn89051343,"Des Arc, Ark.","February 11, 1859",2
"Des Arc citizen.",sn89051343,"Des Arc, Ark.","February 18, 1859",5
"The Nevada Democrat. [volume]",sn84026881,"Nevada, Calif.","April 13, 1859",2
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","May 08, 1841",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","May 17, 1841",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","May 22, 1841",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","May 13, 1841",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","May 01, 1841",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","April 15, 1841",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","April 27, 1841",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","April 24, 1841",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","April 03, 1841",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","April 05, 1841",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","March 29, 1841",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","March 23, 1841",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","May 19, 1842",3
"Staunton spectator, and general advertiser. [volume]",sn84024719,"Staunton, Va.","February 24, 1842",2
"Lincoln telegraph. [volume]",sn82014358,"Bath, Me.","August 12, 1841",2
"Herald of the times. [volume]",sn83021167,"Newport, R.I.","October 23, 1845",1
"Herald of the times. [volume]",sn83021169,"Newport, R.I.","October 04, 1849",1
"The Burlington weekly hawk-eye. [volume]",sn86060019,"Burlington, Iowa","September 23, 1857",1
"Cleveland morning leader. [volume]",sn83035143,"Cleveland [Ohio]","March 09, 1859",1
"Western Reserve chronicle. [volume]",sn84028385,"Warren, Ohio","July 21, 1858",2
"The New York herald. [volume]",sn83030313,"New York [N.Y.]","March 17, 1842",2
"Ashtabula weekly telegraph. [volume]",sn83035216,"Ashtabula, Ohio","September 10, 1859",3
"Nebraska advertiser. [volume]",sn84020109,"Brownville, Nemaha County, N.T. [Neb.]","June 17, 1858",2
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","January 12, 1857",1
"Dayton daily empire. [volume]",sn85026002,"Dayton [Ohio]","March 02, 1860",1
"New Orleans daily crescent. [volume]",sn82015753,"[New Orleans, La.]","June 13, 1860, Morning",1
"New Orleans daily crescent. [volume]",sn82015753,"[New Orleans, La.]","February 18, 1860, Morning",1
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","May 24, 1856",3
"Semi-weekly standard. [volume]",sn83045450,"Raleigh, N.C.","October 14, 1857",3
"The daily union. [volume]",sn82003410,"Washington [D.C.]","January 18, 1852",3
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","December 24, 1856",3
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","December 17, 1856",3
"The Evansville daily journal. [volume]",sn82015672,"Evansville, Ia. [i.e. Ind.]","June 12, 1857",2
"The Highland weekly news. [volume]",sn85038158,"Hillsborough [Hillsboro], Highland County, Ohio","July 14, 1859",3
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","May 28, 1856",1
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","October 14, 1857",3
"The spirit of democracy. [volume]",sn85038115,"Woodsfield, Ohio","February 13, 1850",3
"The spirit of democracy. [volume]",sn85038115,"Woodsfield, Ohio","February 20, 1850",3
"The spirit of democracy. [volume]",sn85038115,"Woodsfield, Ohio","February 27, 1850",3
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","May 04, 1841",1
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","December 22, 1845",3
"Oxford Democrat. [volume]",sn83009653,"Paris, Me.","May 21, 1850",2
"The weekly Minnesotian. [volume]",sn83016750,"Saint Paul, Minn. Territory","August 30, 1856",4
"Staunton spectator. [volume]",sn84024718,"Staunton, Va.","June 08, 1853",1
"Eastern times. [volume]",sn82014356,"Bath, Me.","May 23, 1850",1
"Kenosha telegraph. [volume]",sn85040305,"Kenosha, Wis.","August 23, 1850",2
"Weekly hawk-eye and telegraph. [volume]",sn84037930,"Burlington, Iowa","September 03, 1856",1
"The Burlington weekly hawk-eye. [volume]",sn84027060,"Burlington [Iowa]","January 21, 1860",2
"The weekly hawk-eye. [volume]",sn85049908,"Burlington, Iowa","January 18, 1859",2
"New-York daily tribune. [volume]",sn83030213,"New-York [N.Y.]","December 07, 1857, Page 3",3
"New-York daily tribune. [volume]",sn83030213,"New-York [N.Y.]","March 27, 1852, Page 7",7
"The republic. [volume]",sn82014434,"Washington [D.C.]","September 10, 1850",3
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","August 19, 1859",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","August 23, 1859",3
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","September 21, 1860, Page 1",1
"The Ottawa free trader. [volume]",sn84038582,"Ottawa, Ill.","January 13, 1855",1
"Cleveland morning leader. [volume]",sn83035143,"Cleveland [Ohio]","October 03, 1860",1
"The daily crescent. [volume]",sn82015378,"[New Orleans, La.]","July 14, 1848, Morning",1
"The Evansville daily journal. [volume]",sn82015672,"Evansville, Ia. [i.e. Ind.]","February 16, 1858",2
"The Kansas herald of freedom. [volume]",sn82006863,"Wakarusa, Kan. Territory","December 11, 1858",4
"Nashville union and American. [volume]",sn85038518,"Nashville, Tenn.","March 05, 1857",2
"The Union and eastern journal. [volume]",sn83021380,"Biddeford [Me.]","January 11, 1856",2
"Wheeling times and advertiser. [volume]",sn84038585,"Wheeling, Va. [W. Va.]","October 21, 1841",2
"Semi-weekly North-Carolina standard. [volume]",sn84024518,"Raleigh, N.C.","December 22, 1852",1
"Semi-weekly North-Carolina standard. [volume]",sn84024518,"Raleigh, N.C.","December 29, 1852",1
"Semi-weekly North-Carolina standard. [volume]",sn84024518,"Raleigh, N.C.","January 05, 1853",1
"Semi-weekly North-Carolina standard. [volume]",sn84024518,"Raleigh, N.C.","January 12, 1853",1
"Semi-weekly North-Carolina standard. [volume]",sn84024518,"Raleigh, N.C.","December 11, 1852",1
"Semi-weekly North-Carolina standard. [volume]",sn84024518,"Raleigh, N.C.","December 18, 1852",1
"Semi-weekly North-Carolina standard. [volume]",sn84024518,"Raleigh, N.C.","January 01, 1853",1
"North Carolina standard. [volume]",sn84024517,"Raleigh, N.C.","December 04, 1850",3
"North Carolina standard. [volume]",sn84024517,"Raleigh, N.C.","December 07, 1850",1
"North Carolina standard. [volume]",sn84024517,"Raleigh, N.C.","November 20, 1850",1
"Burlington hawk-eye. [volume]",sn82014327,"Burlington, Iowa","February 08, 1849",1
"Weekly miners' express.",sn86083352,"DuBuque, Iowa","February 20, 1849",1
"The miners' express.",sn86083363,"Dubuque, Iowa","September 12, 1849",2
"The Cecil Whig. [volume]",sn83016348,"Elkton, Md.","December 16, 1854",1
"Gallipolis journal. [volume]",sn85038121,"Gallipolis, Ohio","April 01, 1852",3
"Gallipolis journal. [volume]",sn85038121,"Gallipolis, Ohio","April 29, 1852",3
"Gallipolis journal. [volume]",sn85038121,"Gallipolis, Ohio","April 08, 1852",3
"Red Wing sentinel. [volume]",sn85025569,"Red Wing, M.T. [i.e. Minn.]","December 05, 1860",1
"The Kanzas news. [volume]",sn85030219,"Emporia, Kan.","March 13, 1858",3
"The weekly Ottumwa courier. [volume]",sn84027352,"Ottumwa, Iowa","April 15, 1858",1
"The daily press.",sn88077413,"Cincinnati [Ohio","May 13, 1859",1
"The Emporia news. [volume]",sn82016419,"Emporia, Kan.","August 13, 1859",1
"White Cloud Kansas chief. [volume]",sn82015486,"White Cloud, Kan.","September 01, 1859",1
"White Cloud Kansas chief. [volume]",sn82015486,"White Cloud, Kan.","July 21, 1859",2
"Newbern weekly progress. [volume]",sn84026547,"Newbern, N.C.","July 31, 1860",1
"Fremont journal. [volume]",sn85026050,"Fremont, Sandusky County [Ohio]","October 22, 1853",2
"The Perrysburg journal. [volume]",sn85026192,"Perrysburg, Ohio","November 19, 1857",1
"The Jeffersonian. [volume]",sn84026399,"Stroudsburg, Pa.","July 15, 1858",2
"The Hillsborough recorder. [volume]",sn84026472,"Hillsborough, N.C.","December 15, 1852",3
"The Hillsborough recorder. [volume]",sn84026472,"Hillsborough, N.C.","July 11, 1839",4
"The Hillsborough recorder. [volume]",sn84026472,"Hillsborough, N.C.","August 15, 1839",4
"Lower Sandusky freeman.",sn90068957,"Lower Sandusky [i.e. Fremont, Ohio]","May 26, 1849",1
"The freeman.",sn90068958,"Fremont [Ohio]","February 09, 1850",4
"Fremont weekly freeman. [volume]",sn85026051,"Fremont, Sandusky County, Ohio","August 17, 1850",1
"Cheraw gazette. [volume]",sn85042736,"Cheraw, S.C.","August 24, 1859",2
"Anti-slavery bugle. [volume]",sn83035487,"New-Lisbon, Ohio","February 14, 1852",2
"Bradford reporter. [volume]",sn84024558,"Towanda, Pa.","September 30, 1858",2
"Raftsman's journal. [volume]",sn85054616,"Clearfield, Pa.","September 23, 1857",3
"The North-Carolinian. [volume]",sn84020750,"Fayetteville [N.C.]","December 09, 1854",2
"The North-Carolinian. [volume]",sn84020750,"Fayetteville [N.C.]","September 06, 1856",1
"The North-Carolinian. [volume]",sn84020750,"Fayetteville [N.C.]","September 13, 1856",1
"The North-Carolinian. [volume]",sn84020750,"Fayetteville [N.C.]","September 27, 1856",1
"The North-Carolinian. [volume]",sn84020750,"Fayetteville [N.C.]","February 02, 1850",3
"The North-Carolinian. [volume]",sn84020750,"Fayetteville [N.C.]","August 23, 1856",3
"The North-Carolinian. [volume]",sn84020750,"Fayetteville [N.C.]","September 20, 1856",1
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","July 27, 1853",2
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","June 09, 1858",2
"The Sumter banner. [volume]",sn86053240,"Sumterville, S.C.","October 04, 1854",1
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","December 29, 1852",1
"The North-Carolina standard. [volume]",sn85042147,"Raleigh, N.C.","May 22, 1839",4
"Weekly North Carolina standard. [volume]",sn84045030,"Raleigh, N.C.","December 04, 1850",3
"Southern sentinel. [volume]",sn88064476,"Plaquemine, Parish of Iberville [La.]","February 17, 1855",3
"The Bedford gazette. [volume]",sn82005159,"Bedford, Pa.","March 18, 1859",2
"The Bedford gazette. [volume]",sn82005159,"Bedford, Pa.","February 03, 1860",2
"The spirit of democracy. [volume]",sn85038115,"Woodsfield, Ohio","October 04, 1854",2
"Sunbury American. [volume]",sn84026403,"Sunbury, Pa.","October 13, 1849",1
"Orleans independent standard. [volume]",sn84022548,"Irasburgh, Vt.","March 16, 1860",2
"Monongalia mirror. [volume]",sn86092163,"Morgantown, Va. [W. Va.]","March 10, 1855",2
"Monongalia mirror. [volume]",sn86092163,"Morgantown, Va. [W. Va.]","May 13, 1854",2
"Lewisburg chronicle. [volume]",sn85055197,"Lewisburg, Pa.","December 08, 1854",1
"West-Jersey pioneer. [volume]",sn83032103,"Bridgeton, N.J.","March 19, 1859",1
"West-Jersey pioneer. [volume]",sn83032103,"Bridgeton, N.J.","January 15, 1853",1
"The emigrant aid journal of Minnesota. [volume]",sn84024825,"Nininger City, Minn. Terr. [i.e. Minn.]","March 17, 1858",1
"The emigrant aid journal of Minnesota. [volume]",sn84024825,"Nininger City, Minn. Terr. [i.e. Minn.]","March 17, 1858",2
"Staunton spectator, and general advertiser. [volume]",sn84024719,"Staunton, Va.","November 26, 1846",3
"Litchfield enquirer. [volume]",sn84020071,"Litchfield, Conn.","January 24, 1856",2
"The New York herald. [volume]",sn83030313,"New York [N.Y.]","July 08, 1856, MORNING EDITION",1
"The press and tribune. [volume]",sn82014511,"Chicago, Ill.","April 12, 1859",1
"Richmond enquirer. [volume]",sn84024735,"Richmond, Va.","January 10, 1860, SEMI-WEEKLY EDITION",2
"The Ottawa free trader. [volume]",sn84038582,"Ottawa, Ill.","January 26, 1856",2
"Vermont phœnix. [volume]",sn98060050,"Brattleboro, Vt.","November 05, 1859",2
"Indiana State sentinel. [volume]",sn82014301,"Indianapolis [Ind.]","December 26, 1846",3
"Weekly standard. [volume]",sn83045706,"Raleigh, N.C.","October 31, 1860",2
"Weekly standard. [volume]",sn83045706,"Raleigh, N.C.","June 22, 1859",2
"Weekly standard. [volume]",sn83045706,"Raleigh, N.C.","April 20, 1859",4
"Weekly standard. [volume]",sn83045706,"Raleigh, N.C.","July 27, 1859",1
"Weekly standard. [volume]",sn83045706,"Raleigh, N.C.","September 21, 1859",4
"Weekly standard. [volume]",sn83045706,"Raleigh, N.C.","October 05, 1859",4
"Weekly standard. [volume]",sn83045706,"Raleigh, N.C.","October 12, 1859",4
"Weekly standard. [volume]",sn83045706,"Raleigh, N.C.","October 26, 1859",1
"Weekly standard. [volume]",sn83045706,"Raleigh, N.C.","September 07, 1859",4
"Weekly standard. [volume]",sn83045706,"Raleigh, N.C.","October 19, 1859",1
"The Cecil Whig. [volume]",sn83016348,"Elkton, Md.","July 19, 1856",1
"Cincinnati daily press. [volume]",sn84028745,"Cincinnati [Ohio]","September 20, 1860",2
"The Richmond palladium. [volume]",sn86058250,"Richmond, Ind.","March 29, 1860",3
"The weekly Ottumwa courier. [volume]",sn84027352,"Ottumwa, Iowa","May 20, 1858",2
"New-York daily tribune. [volume]",sn83030213,"New-York [N.Y.]","March 26, 1852, Page 4",4
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","December 14, 1855",2
"Edgefield advertiser. [volume]",sn84026897,"Edgefield, S.C.","January 07, 1857",5
"Edgefield advertiser. [volume]",sn84026897,"Edgefield, S.C.","January 07, 1857",7
"Edgefield advertiser. [volume]",sn84026897,"Edgefield, S.C.","January 07, 1857",8
"Edgefield advertiser. [volume]",sn84026897,"Edgefield, S.C.","January 07, 1857",6
"The Rutland herald. [volume]",sn84022363,"Rutland, Vt.","October 21, 1852",1
"Constantine republican. [volume]",sn83016620,"Constantine, Mich.","January 11, 1837",2
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","June 04, 1860",2
"Alexandria gazette. [volume]",sn85025007,"Alexandria, D.C.","June 16, 1860",3
"Newbern weekly progress. [volume]",sn84026547,"Newbern, N.C.","June 19, 1860",1
"The Lancaster gazette.",sn87070038,"Lancaster, Ohio","September 17, 1847",1
"Fremont journal. [volume]",sn85026050,"Fremont, Sandusky County [Ohio]","March 23, 1855",1
"The Lancaster gazette.",sn87070038,"Lancaster, Ohio","March 17, 1848",1
"The daily dispatch. [volume]",sn84024738,"Richmond [Va.]","December 17, 1859",2
"The weekly Portage sentinel. [volume]",sn83035102,"Ravenna, Ohio","January 17, 1856",2
"Meigs County telegraph. [volume]",sn85038183,"Pomeroy [Ohio]","January 13, 1857",3
"Meigs County telegraph. [volume]",sn85038183,"Pomeroy [Ohio]","April 05, 1853",2
"Spirit of the times. [volume]",sn84028880,"Ironton, Ohio","April 12, 1853",2
"True American. [volume]",sn84028817,"Steubenville [Ohio]","January 16, 1856",4
"Spirit of the age. [volume]",sn84026561,"Raleigh, N.C.","September 07, 1853",4
